WO#,Title,Status,Type,Silo/Lane,Stage,Owner,SpecPath,ResultPath,Notes
723,Coc Offense Path Charter,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_723_coc_offense_path_charter.md,WorkOrders/WORK_ORDER_723_coc_offense_path_charter.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
723,Coc Arena Barracks,RESULT-filed,docs,,,,WorkOrders/WORK_ORDER_PROGRAM_723_731_coc_arena_barracks.md,WorkOrders/WORK_ORDER_723_coc_offense_path_charter.RESULT.md,RESULT filed; spec Status: MINTED 2026-07-16  **WO-723 DONE** (start implement at **724**)
724,Barracks Live Train Army,Ready,feature,,,,WorkOrders/WORK_ORDER_724_barracks_live_train_army.md,,spec Status: READY TO IMPLEMENT (after WO-723)
725,Settlement Arena Entry Live,Ready,feature,,,,WorkOrders/WORK_ORDER_725_settlement_arena_entry_live.md,,spec Status: READY TO IMPLEMENT (after WO-723)
726,Ai Camp Attack Loop,Ready,feature,,,,WorkOrders/WORK_ORDER_726_ai_camp_attack_loop.md,,spec Status: READY TO IMPLEMENT
727,Recipe Ai Settlements,Ready,feature,,,,WorkOrders/WORK_ORDER_727_recipe_ai_settlements.md,,spec Status: READY TO IMPLEMENT
728,Repeatable Raid Economy,Ready,feature,,,,WorkOrders/WORK_ORDER_728_repeatable_raid_economy.md,,spec Status: READY TO IMPLEMENT
729,Defend And Watch,Ready,feature,,,,WorkOrders/WORK_ORDER_729_defend_and_watch.md,,spec Status: READY TO IMPLEMENT (parallel-safe after WO-727)
730,Async Pvp Foundation,Ready,feature,,,,WorkOrders/WORK_ORDER_730_async_pvp_foundation.md,,spec Status: READY TO IMPLEMENT (backend may stub)
731,Coc Felt Complete Close,Ready,docs,,,,WorkOrders/WORK_ORDER_731_coc_felt_complete_close.md,,spec Status: READY TO IMPLEMENT (serial program close)
732,Troop Roster Data Schema,RESULT-filed,docs,,,,WorkOrders/WORK_ORDER_732_troop_roster_data_schema.md,WorkOrders/WORK_ORDER_732_troop_roster_data_schema.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
732,Barracks Troop Roster,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_PROGRAM_732_736_barracks_troop_roster.md,WorkOrders/WORK_ORDER_732_troop_roster_data_schema.RESULT.md,RESULT filed; spec Status: MINTED 2026-07-16 (owner-directed: default types + upgrade unlocks)
733,Troop Unlock Train Ui Gate,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_733_troop_unlock_train_ui_gate.md,WorkOrders/WORK_ORDER_733_troop_unlock_train_ui_gate.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
734,Barracks Tier Unlock Copy,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_734_barracks_tier_unlock_copy.md,WorkOrders/WORK_ORDER_734_barracks_tier_unlock_copy.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
735,Troop Visual Placeholders,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_735_troop_visual_placeholders.md,WorkOrders/WORK_ORDER_735_troop_visual_placeholders.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
736,Troop Roster Verify Canon,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_736_troop_roster_verify_canon.md,WorkOrders/WORK_ORDER_736_troop_roster_verify_canon.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
737,Barracks Train Obsidian Layout,RESULT-filed,feature,,,,WorkOrders/WORK_ORDER_737_barracks_train_obsidian_layout.md,WorkOrders/WORK_ORDER_737_barracks_train_obsidian_layout.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
738,Echo Per Echo Agency Specialization,Ready,fix,,,,WorkOrders/WORK_ORDER_738_echo_per_echo_agency_specialization.md,,"spec Status: SPEC - needs owner pins (see ""Owner pins""), then READY TO IMPLEMENT."
739,Generic Obsidian Upgrade Tier Panel,Ready,feature,UI/HUD (L4),,,WorkOrders/WORK_ORDER_739_generic_obsidian_upgrade_tier_panel.md,,"spec Status: READY TO IMPLEMENT (Enhancement Path panel, banner 2026-07-17b)"
740,Room Forge Dungeon Baker,Done,feature,World/Env (L1),,,WorkOrders/WORK_ORDER_740_room_forge_dungeon_baker.md,,RECONCILED: closed in Room Forge program (f86e7f3f); spec header says IN PROGRESS
740,Room Forge Into Mainline,Done,feature,World/Env (L1),,,WorkOrders/WORK_ORDER_PROGRAM_740_743_room_forge_into_mainline.md,,"RECONCILED: Room Forge program closed - 740-745 done, commit f86e7f3f"
745,Room Forge Regression Flowtrace,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_745_room_forge_regression_flowtrace.md,WorkOrders/WORK_ORDER_745.RESULT.md,RESULT filed; spec Status: READY TO IMPLEMENT
746,Buildmode Placement Tutorial Tickets,RESULT-filed,fix,,,,WorkOrders/WORK_ORDER_746_buildmode_placement_tutorial_tickets.md,WorkOrders/WORK_ORDER_746.RESULT.md,"RESULT filed; spec Status: READY TO IMPLEMENT (tickets BM-1 / BM-2 / BM-3, owner playtest 2026-07-18)"
747,Gear Curation To Runtime,Done,fix,Monetization/Backend (L7),,CLI,WorkOrders/WORK_ORDER_747_gear_curation_to_runtime.md,,RECONCILED: committed 7c843ad3 (feat wo-747); spec header still reads IN IMPLEMENTATION - Done per git
748,Default Town Choice,Done,feature,Build Mode/Player Base (L11),,CLI,WorkOrders/WORK_ORDER_748_default_town_choice.md,WorkOrders/WORK_ORDER_748_default_town_choice.RESULT.md,"RECONCILED 2026-07-19: DONE + RESULT-filed (committed f5fcbde2); Founding choice Default Town vs Build Your Own"
749,Dungeon Ingredient Sourcing,Done,feature,Dungeon (L12/exploration),,CLI,WorkOrders/WORK_ORDER_749_dungeon_ingredient_sourcing.md,WorkOrders/WORK_ORDER_749_dungeon_ingredient_sourcing.RESULT.md,"RECONCILED 2026-07-19: DONE + RESULT-filed (committed 0c64daaa); dungeons as crafting-ingredient source + 7 gear-component MaterialDefs"
750,Right Actionbar Naming And Warden Grace Redesign,Ready,feature,Combat/AI (L2),,,WorkOrders/WORK_ORDER_750_right_actionbar_naming_and_warden_grace_redesign.md,,spec Status: SPEC - READY TO IMPLEMENT (owner rulings 2026-07-19); blocked on 2 clip IDs. Attack + Q/W/E/R named skills; mobile HUD no key-letters
751,Y Height Normalization,Done,fix,Build Mode/Player Base (L11),,CLI,WorkOrders/WORK_ORDER_751_y_height_normalization.md,,"RECONCILED 2026-07-19 evening: IMPLEMENTED in the felt-test fix wave; default 4m + tower 7m + siege 3m + Y-height audit tool. Spec header still reads SPEC - Done per git"
752,Echo Founding Card And Post Tutorial Interjection,Ready,feature,World/Env (L1),,,WorkOrders/WORK_ORDER_752_echo_founding_card_and_post_tutorial_interjection.md,,spec Status: SPEC - READY TO IMPLEMENT (owner rulings 2026-07-19 + creative sign-off); awaiting owner copy. Echo = essence of a guarded person; 6 named (Aldwin/Elowen/Corvin/Bran/Doran/Maren)
753,Destructible Lifecycle,In Implementation,fix,Combat/AI (L2),,CLI,,,"IN PROGRESS 2026-07-19 evening (CLI committing); destroyed items = no rebuild + full-cost + VFX cleanup via new Destructible component. Spec file pending on disk"
,Combat Vfx Batch 2026-07-10,Spec,feature,,,,WorkOrders/WORK_ORDER_COMBAT_VFX_BATCH_2026-07-10.md,,no Status line in spec
,Knight Anim 4Button,Ready,docs,,,,WorkOrders/WORK_ORDER_KNIGHT_ANIM_4button.md,,spec Status: READY TO IMPLEMENT
,Village2 Enemy Stronghold,Spec,docs,,,,WorkOrders/WORK_ORDER_Village2_Enemy_Stronghold.md,,spec Status: SPEC - awaiting owner confirm before the Village2 regen + Village.unity removal.
,Ad Generator,Ready,docs,,,,WorkOrders/WORK_ORDER_ad_generator.md,,spec Status: READY TO IMPLEMENT (design complete; data + schema shipped)
,Battle And Monthly Packs,Ready,feature,,,,WorkOrders/WORK_ORDER_battle_and_monthly_packs.md,,spec Status: DRAFT FOR OWNER REVIEW - not yet READY TO IMPLEMENT.
,Economy Store Packs,Ready,feature,,,,WorkOrders/WORK_ORDER_economy_store_packs.md,,spec Status: DESIGN - ideas + legwork (NOT ready to implement until schema-extension sign-off)
,Offline Storage Logic,Spec,feature,,,,WorkOrders/WORK_ORDER_offline_storage_logic.md,,spec Status: DESIGN COMPLETE - ideas + data schema only. **NO `.cs` written.
,Outpost Base Footprint,Spec,feature,,,,WorkOrders/WORK_ORDER_outpost_base_footprint.md,,spec Status: DESIGN CAPTURE (owner thinking-out-loud 2026-06-07).** **Lane:** Roaming/Outposts (relates to
,Pi Browser Integration,Ready,feature,,,,WorkOrders/WORK_ORDER_pi_browser_integration.md,,spec Status: DRAFT FOR OWNER REVIEW - not yet READY TO IMPLEMENT.
,Pi Browser Integration Deep,Ready,feature,,,,WorkOrders/WORK_ORDER_pi_browser_integration_DEEP.md,,spec Status: DRAFT FOR OWNER REVIEW - decision-grade. Not yet READY TO IMPLEMENT.
,Second Grom Companion,Spec,fix,,,,WorkOrders/WORK_ORDER_second_grom_companion.md,,spec Status: DIAGNOSED-PARTIAL - root cause NOT yet proven. Ruled-out list + one probe below.
,Skr Staking And Seeker,Ready,feature,,,,WorkOrders/WORK_ORDER_skr_staking_and_seeker.md,,spec Status: DRAFT FOR OWNER REVIEW - not yet READY TO IMPLEMENT.
,Skr Store Design,Ready,docs,,,,WorkOrders/WORK_ORDER_skr_store_design.md,,spec Status: DRAFT FOR OWNER REVIEW - not yet READY TO IMPLEMENT.
,Store Packs Content,Spec,docs,,,,WorkOrders/WORK_ORDER_store_packs_content.md,,spec Status: CONTENT DELIVERED (data authored) - art assets PENDING
,Techdebt Ledger 2026-06-28,Spec,docs,,,,WorkOrders/WORK_ORDER_techdebt_ledger_2026-06-28.md,,spec Status: PLANNING ONLY - no code changed. Mini-specs for owner routing.
